Serial Number of system during year,Basin of origin,Date(DD-MM-YYYY),Time (UTC),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,Grade (text),Year
8,BOB,07-11-1996 00:00,600,1.5,998.2494324,23.98173662,D,1996
8,BOB,07-11-1996 00:00,600,1.5,998.2494324,23.98173662,D,1996
8,BOB,07-11-1996 00:00,600,1.5,998.2494324,23.98173662,D,1996
8,BOB,07-11-1996 00:00,600,1.5,998.2494324,23.98173662,D,1996
9,BOB,28-11-1996 00:00,300,1.5,1004,25,D,1996
9,BOB,28-11-1996 00:00,600,1.5,1004,25,D,1996
9,BOB,28-11-1996 00:00,1200,1.5,1004,25,D,1996
9,BOB,28-11-1996 00:00,1800,1.5,1004,25,D,1996
9,BOB,29-11-1996 00:00,0,1.5,1004,25,D,1996
9,BOB,29-11-1996 00:00,300,2,1002,30,DD,1996
9,BOB,29-11-1996 00:00,600,2,1002,30,DD,1996
9,BOB,29-11-1996 00:00,1200,2,1002,30,DD,1996
9,BOB,29-11-1996 00:00,1800,2,1002,30,DD,1996
9,BOB,30-11-1996 00:00,0,2,1002,30,DD,1996
9,BOB,30-11-1996 00:00,300,2,1002,30,DD,1996
9,BOB,30-11-1996 00:00,600,2,1002,30,DD,1996
9,BOB,30-11-1996 00:00,1200,1.5,1004,25,D,1996
9,BOB,30-11-1996 00:00,1800,1.5,1004,25,D,1996
9,BOB,01-12-1996 00:00,0,1.5,1004,25,D,1996
9,BOB,01-12-1996 00:00,300,1.5,1004,25,D,1996
9,BOB,01-12-1996 00:00,600,1.5,1004,25,D,1996
9,BOB,01-12-1996 00:00,1200,2,1002,30,DD,1996
9,BOB,01-12-1996 00:00,1800,2,1002,30,DD,1996
9,BOB,02-12-1996 00:00,0,2.5,996,35,CS,1996
9,BOB,02-12-1996 00:00,300,2.5,996,35,CS,1996
9,BOB,02-12-1996 00:00,600,2.5,994,35,CS,1996
9,BOB,02-12-1996 00:00,1200,2.5,994,35,CS,1996
9,BOB,02-12-1996 00:00,1800,2.5,994,35,CS,1996
9,BOB,03-12-1996 00:00,0,3,994,45,CS,1996
9,BOB,03-12-1996 00:00,300,3.5,992,55,SCS,1996
9,BOB,03-12-1996 00:00,600,3.5,992,55,SCS,1996
9,BOB,03-12-1996 00:00,1200,4,988,65,VSCS,1996
9,BOB,03-12-1996 00:00,1800,4,986,65,VSCS,1996
9,BOB,04-12-1996 00:00,0,4,986,65,VSCS,1996
9,BOB,04-12-1996 00:00,300,4,986,65,VSCS,1996
9,BOB,04-12-1996 00:00,600,4,986,65,VSCS,1996
9,BOB,04-12-1996 00:00,1200,4,984,65,VSCS,1996
9,BOB,04-12-1996 00:00,1800,4,990,65,VSCS,1996
9,BOB,05-12-1996 00:00,0,3.5,992,55,SCS,1996
9,BOB,05-12-1996 00:00,300,3.5,994,55,SCS,1996
9,BOB,05-12-1996 00:00,600,3,994,45,CS,1996
9,BOB,05-12-1996 00:00,1200,3,994,45,CS,1996
9,BOB,05-12-1996 00:00,1800,3,994,45,CS,1996
9,BOB,06-12-1996 00:00,0,3,994,45,CS,1996
9,BOB,06-12-1996 00:00,300,3,994,45,CS,1996
9,BOB,06-12-1996 00:00,600,3,994,45,CS,1996
9,BOB,06-12-1996 00:00,1800,2.5,995.3747521,39.72175049,CS,1996
1,BOB,15-05-1997 00:00,600,1.5,1000,25,D,1997
1,BOB,15-05-1997 00:00,900,1.5,1000,25,D,1997
1,BOB,15-05-1997 00:00,1200,2,1000,30,DD,1997
1,BOB,15-05-1997 00:00,1800,2,1002,30,DD,1997
1,BOB,16-05-1997 00:00,0,2,1002,30,DD,1997
1,BOB,16-05-1997 00:00,300,2.5,1001,35,CS,1997
1,BOB,16-05-1997 00:00,600,2.5,1001,35,CS,1997
1,BOB,16-05-1997 00:00,900,2.5,1001,35,CS,1997
1,BOB,16-05-1997 00:00,1200,2.5,999,35,CS,1997
1,BOB,16-05-1997 00:00,1800,2.5,999,35,CS,1997
1,BOB,17-05-1997 00:00,0,2.5,998,35,CS,1997
1,BOB,17-05-1997 00:00,300,2.5,998,35,CS,1997
1,BOB,17-05-1997 00:00,600,3,992,45,CS,1997
1,BOB,17-05-1997 00:00,900,3.5,986,55,SCS,1997
1,BOB,17-05-1997 00:00,1200,3.5,986,55,SCS,1997
1,BOB,17-05-1997 00:00,1800,3.5,986,55,SCS,1997
1,BOB,18-05-1997 00:00,0,3.5,986,55,SCS,1997
1,BOB,18-05-1997 00:00,300,4,980,65,VSCS,1997
1,BOB,18-05-1997 00:00,600,4,980,65,VSCS,1997
1,BOB,18-05-1997 00:00,900,4,980,65,VSCS,1997
1,BOB,18-05-1997 00:00,1200,4,980,65,VSCS,1997
1,BOB,18-05-1997 00:00,1800,4.5,974,77,VSCS,1997
1,BOB,19-05-1997 00:00,0,5,968,90,SuCS,1997
1,BOB,19-05-1997 00:00,300,5,964,90,SuCS,1997
1,BOB,19-05-1997 00:00,600,5,964,90,SuCS,1997
1,BOB,19-05-1997 00:00,900,5,964,90,SuCS,1997
1,BOB,19-05-1997 00:00,1200,5,964,90,SuCS,1997
1,BOB,CROSSED NEAR SITAKUNDU AT 1430 UTC,1200,5,964,90,SuCS,1997
1,BOB,19-05-1997 00:00,1800,5,951.1976401,102.3569322,SuCS,1997
1,BOB,19-05-1997 00:00,1800,5,951.1976401,102.3569322,SuCS,1997
1,BOB,19-05-1997 00:00,1800,5,951.1976401,102.3569322,SuCS,1997
2,BOB,26-06-1997 00:00,300,1.5,990,25,D,1997
2,BOB,26-06-1997 00:00,600,1.5,990,25,D,1997
2,BOB,26-06-1997 00:00,1200,2,986,30,DD,1997
2,BOB,26-06-1997 00:00,1800,2,986,30,DD,1997
2,BOB,27-06-1997 00:00,0,2,985,30,DD,1997
2,BOB,CROSSED WEST BENGAL COAST NEAR DIGHA AROUND 00UTC 27 JUNE 1997,0,2,985,30,DD,1997
2,BOB,27-06-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
2,BOB,27-06-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
2,BOB,27-06-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
2,BOB,27-06-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
2,BOB,28-06-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
2,BOB,28-06-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
2,BOB,28-06-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
2,BOB,28-06-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
2,BOB,28-06-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
2,BOB,29-06-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
2,BOB,29-06-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
2,BOB,29-06-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
2,BOB,29-06-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
2,BOB,29-06-1997 00:00,1800,1.5,998.2494324,23.98173662,D,1997
2,BOB,30-06-1997 00:00,0,1.5,998.2494324,23.98173662,D,1997
2,BOB,30-06-1997 00:00,0,1.5,998.2494324,23.98173662,D,1997
3,BOB,29-07-1997 00:00,300,1.5,1006,25,D,1997
3,BOB,29-07-1997 00:00,600,1.5,1006,25,D,1997
3,BOB,29-07-1997 00:00,1200,1.5,1006,25,D,1997
3,BOB,29-07-1997 00:00,1800,1.5,1006,25,D,1997
3,BOB,30-07-1997 00:00,0,1.5,1004,25,D,1997
3,BOB,30-07-1997 00:00,300,2,1002,30,DD,1997
3,BOB,30-07-1997 00:00,600,2,1002,30,DD,1997
3,BOB,CROSSED NEAR CHANDBALI AROUND 1000 UTC,600,2,1002,30,DD,1997
3,BOB,30-07-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
3,BOB,30-07-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
3,BOB,31-07-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
3,BOB,31-07-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
3,BOB,31-07-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
3,BOB,31-07-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
3,BOB,31-07-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
3,BOB,01-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
3,BOB,01-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
3,BOB,01-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
3,BOB,01-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
3,BOB,02-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
3,BOB,02-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
3,BOB,02-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
3,BOB,02-08-1997 00:00,900,1.5,998.2494324,23.98173662,D,1997
3,BOB,02-08-1997 00:00,900,1.5,998.2494324,23.98173662,D,1997
4,BOB,04-08-1997 00:00,600,1.5,988,25,D,1997
4,BOB,04-08-1997 00:00,900,1.5,990,25,D,1997
4,BOB,04-08-1997 00:00,1200,1.5,990,25,D,1997
4,BOB,04-08-1997 00:00,1800,1.5,990,25,D,1997
4,BOB,05-08-1997 00:00,0,1.5,988,25,D,1997
4,BOB,05-08-1997 00:00,300,2,896,30,DD,1997
4,BOB,05-08-1997 00:00,300,2,896,30,DD,1997
4,BOB,05-08-1997 00:00,600,2,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,900,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,900,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
4,BOB,05-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
4,BOB,05-08-1997 00:00,900,1.5,998.2494324,23.98173662,D,1997
4,BOB,05-08-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
4,BOB,05-08-1997 00:00,1800,1.5,998.2494324,23.98173662,D,1997
4,BOB,05-08-1997 00:00,0,1.5,998.2494324,23.98173662,D,1997
5,BOB,20-08-1997 00:00,300,1.5,992,25,D,1997
5,BOB,20-08-1997 00:00,600,2,990,30,DD,1997
5,BOB,20-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,20-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
5,BOB,21-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
5,BOB,21-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
5,BOB,21-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
5,BOB,21-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,21-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
5,BOB,22-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
5,BOB,22-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
5,BOB,22-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
5,BOB,22-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,22-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
5,BOB,23-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
5,BOB,23-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
5,BOB,23-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
5,BOB,23-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,23-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
5,BOB,24-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
5,BOB,24-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
5,BOB,24-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
5,BOB,24-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,24-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
5,BOB,25-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
5,BOB,25-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
5,BOB,25-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
5,BOB,25-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,25-08-1997 00:00,1800,2.5,997.1939113,29.60784314,DD,1997
5,BOB,26-08-1997 00:00,0,2.5,997.1939113,29.60784314,DD,1997
5,BOB,26-08-1997 00:00,300,2.5,997.1939113,29.60784314,DD,1997
5,BOB,26-08-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
5,BOB,26-08-1997 00:00,1200,2.5,997.1939113,29.60784314,DD,1997
5,BOB,26-08-1997 00:00,1800,1.5,998.2494324,23.98173662,D,1997
5,BOB,27-08-1997 00:00,300,1.5,998.2494324,23.98173662,D,1997
5,BOB,27-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
5,BOB,27-08-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
5,BOB,27-08-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
6,BOB,28-08-1997 00:00,300,1.5,994,25,D,1997
6,BOB,28-08-1997 00:00,600,1.5,994,25,D,1997
6,BOB,28-08-1997 00:00,900,1.5,998.2494324,23.98173662,D,1997
6,BOB,28-08-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
6,BOB,28-08-1997 00:00,1800,1.5,998.2494324,23.98173662,D,1997
6,BOB,29-08-1997 00:00,0,1.5,998.2494324,23.98173662,D,1997
6,BOB,29-08-1997 00:00,300,1.5,998.2494324,23.98173662,D,1997
6,BOB,29-08-1997 00:00,900,1.5,998.2494324,23.98173662,D,1997
6,BOB,29-08-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
6,BOB,29-08-1997 00:00,1800,1.5,998.2494324,23.98173662,D,1997
6,BOB,30-08-1997 00:00,0,1.5,998.2494324,23.98173662,D,1997
6,BOB,30-08-1997 00:00,300,1.5,998.2494324,23.98173662,D,1997
6,BOB,30-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
6,BOB,30-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
6,BOB,30-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
6,BOB,30-08-1997 00:00,600,1.5,998.2494324,23.98173662,D,1997
7,BOB,23-09-1997 00:00,300,1.5,1000,25,D,1997
7,BOB,23-09-1997 00:00,600,1.5,1000,25,D,1997
7,BOB,23-09-1997 00:00,900,1.5,1000,25,D,1997
7,BOB,23-09-1997 00:00,1200,2,998,30,DD,1997
7,BOB,23-09-1997 00:00,1800,2,998,30,DD,1997
7,BOB,24-09-1997 00:00,0,2,998,30,DD,1997
7,BOB,24-09-1997 00:00,300,2,998,30,DD,1997
7,BOB,24-09-1997 00:00,600,2,998,30,DD,1997
7,BOB,24-09-1997 00:00,900,2.5,996,35,CS,1997
7,BOB,24-09-1997 00:00,1200,2.5,996,35,CS,1997
7,BOB,24-09-1997 00:00,1800,2.5,996,35,CS,1997
7,BOB,25-09-1997 00:00,0,2.5,994,35,CS,1997
7,BOB,25-09-1997 00:00,300,2.5,994,35,CS,1997
7,BOB,25-09-1997 00:00,600,2.5,994,35,CS,1997
7,BOB,25-09-1997 00:00,900,2.5,994,35,CS,1997
7,BOB,25-09-1997 00:00,1200,2.5,994,35,CS,1997
7,BOB,25-09-1997 00:00,1800,2.5,994,35,CS,1997
7,BOB,26-09-1997 00:00,0,2.5,994,35,CS,1997
7,BOB,26-09-1997 00:00,300,2.5,994,35,CS,1997
7,BOB,26-09-1997 00:00,600,2.5,992,40,CS,1997
7,BOB,26-09-1997 00:00,900,3,990,45,CS,1997
7,BOB,26-09-1997 00:00,1200,3,988,45,CS,1997
7,BOB,26-09-1997 00:00,1800,3.5,984,55,SCS,1997
7,BOB,27-09-1997 00:00,0,2.5,995.3747521,39.72175049,CS,1997
7,BOB,27-09-1997 00:00,300,2.5,995.3747521,39.72175049,CS,1997
7,BOB,27-09-1997 00:00,600,2.5,997.1939113,29.60784314,DD,1997
7,BOB,27-09-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
7,BOB,27-09-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
7,BOB,27-09-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
7,BOB,27-09-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
7,BOB,27-09-1997 00:00,1200,1.5,998.2494324,23.98173662,D,1997
8,BOB,04-11-1997 00:00,300,2.5,1006,35,CS,1997
8,BOB,04-11-1997 00:00,600,2.5,1006,35,CS,1997
8,BOB,04-11-1997 00:00,900,2.5,1004,35,CS,1997
8,BOB,04-11-1997 00:00,1200,2.5,1004,35,CS,1997
8,BOB,04-11-1997 00:00,1800,2.5,1004,35,CS,1997
8,BOB,05-11-1997 00:00,0,2.5,1004,35,CS,1997
8,BOB,05-11-1997 00:00,300,2.5,1004,35,CS,1997
8,BOB,05-11-1997 00:00,600,2.5,1004,35,CS,1997
8,BOB,05-11-1997 00:00,1200,2.5,1004,35,CS,1997
8,BOB,05-11-1997 00:00,1800,2.5,1004,35,CS,1997
8,BOB,06-11-1997 00:00,0,2.5,1004,35,CS,1997
8,BOB,06-11-1997 00:00,300,2.5,1004,35,CS,1997
8,BOB,06-11-1997 00:00,600,2.5,1004,35,CS,1997
8,BOB,06-11-1997 00:00,900,2.5,1004,35,CS,1997
8,BOB,06-11-1997 00:00,1200,2.5,1004,35,CS,1997
8,BOB,06-11-1997 00:00,1800,2.5,1004,35,CS,1997
8,BOB,07-11-1997 00:00,0,2.5,1004,35,CS,1997
8,BOB,07-11-1997 00:00,300,2.5,1004,35,CS,1997
8,BOB,07-11-1997 00:00,600,2.5,1004,35,CS,1997
8,BOB,07-11-1997 00:00,900,2.5,1004,35,CS,1997
8,BOB,07-11-1997 00:00,1200,2.5,1004,35,CS,1997
8,BOB,07-11-1997 00:00,1800,2.5,1004,35,CS,1997
8,BOB,08-11-1997 00:00,0,2.5,1004,35,CS,1997
8,BOB,08-11-1997 00:00,300,2.5,1006,35,CS,1997
8,BOB,08-11-1997 00:00,600,2.5,1006,35,CS,1997
8,BOB,08-11-1997 00:00,900,2.5,1006,35,CS,1997
8,BOB,08-11-1997 00:00,1200,2.5,1005,35,CS,1997
8,BOB,08-11-1997 00:00,1800,2.5,1005,35,CS,1997
8,BOB,09-11-1997 00:00,0,2.5,1005,35,CS,1997
8,BOB,09-11-1997 00:00,300,2,1007,30,DD,1997
8,BOB,09-11-1997 00:00,600,2,1007,30,DD,1997
8,BOB,09-11-1997 00:00,900,1.5,1007,30,D,1997
8,BOB,09-11-1997 00:00,900,1.5,1007,30,D,1997
8,BOB,09-11-1997 00:00,900,1.5,1007,30,D,1997
8,BOB,09-11-1997 00:00,900,1.5,1007,30,D,1997
8,BOB,09-11-1997 00:00,900,1.5,1007,30,D,1997
8,BOB,09-11-1997 00:00,900,1.5,1007,30,D,1997
9,ARB,10-11-1997 00:00,1800,1.5,1006,25,D,1997
9,ARB,11-11-1997 00:00,0,1.5,1007,25,D,1997
9,ARB,11-11-1997 00:00,300,2,1007,30,DD,1997
9,ARB,11-11-1997 00:00,600,2,1007,30,DD,1997
9,ARB,11-11-1997 00:00,1200,2,1005,30,DD,1997
9,ARB,11-11-1997 00:00,1800,2,1005,30,DD,1997
9,ARB,12-11-1997 00:00,0,2,1005,30,DD,1997
9,ARB,12-11-1997 00:00,300,2,1005,30,DD,1997
9,ARB,12-11-1997 00:00,600,2,1005,30,DD,1997
9,ARB,12-11-1997 00:00,1200,2,1005,30,DD,1997
9,ARB,12-11-1997 00:00,1800,2,1005,30,DD,1997
9,ARB,13-11-1997 00:00,0,2,1005,30,DD,1997
9,ARB,13-11-1997 00:00,300,2,1005,30,DD,1997
9,ARB,13-11-1997 00:00,600,2,1005,30,DD,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
9,ARB,13-11-1997 00:00,900,1.5,1006,25,D,1997
1,BOB,17-05-1998 00:00,1200,1.5,998,25,D,1998
1,BOB,17-05-1998 00:00,1800,1.5,998,25,D,1998
1,BOB,18-05-1998 00:00,0,1.5,998,25,D,1998
1,BOB,18-05-1998 00:00,300,1.5,998,25,D,1998
1,BOB,18-05-1998 00:00,600,2,996,30,DD,1998
1,BOB,18-05-1998 00:00,900,2.5,992,35,CS,1998
1,BOB,18-05-1998 00:00,1200,2.5,994,35,CS,1998
1,BOB,18-05-1998 00:00,1800,2.5,994,35,CS,1998
1,BOB,19-05-1998 00:00,0,3,990,35,CS,1998
1,BOB,19-05-1998 00:00,300,3,990,35,CS,1998
1,BOB,19-05-1998 00:00,600,3.5,986,55,SCS,1998
1,BOB,19-05-1998 00:00,1200,3.5,976,55,SCS,1998
1,BOB,19-05-1998 00:00,1800,3.5,974,60,SCS,1998
1,BOB,20-05-1998 00:00,0,3.5,972,60,SCS,1998
1,BOB,20-05-1998 00:00,300,2.5,997.1939113,29.60784314,DD,1998
1,BOB,20-05-1998 00:00,1200,1.5,998.2494324,23.98173662,D,1998
1,BOB,20-05-1998 00:00,1200,1.5,998.2494324,23.98173662,D,1998
1,BOB,20-05-1998 00:00,1200,1.5,998.2494324,23.98173662,D,1998
2,ARB,04-06-1998 00:00,600,1.5,1004,25,D,1998
2,ARB,04-06-1998 00:00,1200,2,1004,30,DD,1998
2,ARB,05-06-1998 00:00,300,2,1004,30,DD,1998
2,ARB,05-06-1998 00:00,600,2,1000,30,DD,1998
2,ARB,05-06-1998 00:00,900,2.5,998,35,CS,1998
2,ARB,05-06-1998 00:00,1200,2.5,998,35,CS,1998
2,ARB,05-06-1998 00:00,1800,2.5,996,35,CS,1998
2,ARB,06-06-1998 00:00,0,2.5,996,35,CS,1998
2,ARB,06-06-1998 00:00,300,3,996,45,CS,1998
2,ARB,06-06-1998 00:00,600,3.5,989,55,SCS,1998
2,ARB,06-06-1998 00:00,1200,3.5,987,55,SCS,1998
2,ARB,06-06-1998 00:00,1800,3.5,991,55,SCS,1998
2,ARB,07-06-1998 00:00,0,3.5,989,55,SCS,1998
2,ARB,07-06-1998 00:00,300,3.5,989,55,SCS,1998
2,ARB,07-06-1998 00:00,600,3.5,989,55,SCS,1998
2,ARB,07-06-1998 00:00,900,4,979,65,SCS,1998
2,ARB,07-06-1998 00:00,1200,4.5,970,80,VSCS,1998
2,ARB,07-06-1998 00:00,1800,4.5,970,80,VSCS,1998
2,ARB,08-06-1998 00:00,0,4.5,970,80,VSCS,1998
2,ARB,08-06-1998 00:00,300,4.5,970,80,VSCS,1998
2,ARB,08-06-1998 00:00,600,5,970,90,SuCS,1998
2,ARB,08-06-1998 00:00,1200,5,958,90,SuCS,1998
2,ARB,08-06-1998 00:00,1800,5,958,90,SuCS,1998
2,ARB,09-06-1998 00:00,0,5,958,90,SuCS,1998
2,ARB,09-06-1998 00:00,300,4.5,968,80,VSCS,1998
2,ARB,09-06-1998 00:00,600,4.5,970,75,VSCS,1998
2,ARB,09-06-1998 00:00,1200,3.5,982,55,SCS,1998
2,ARB,09-06-1998 00:00,1800,2.5,990,40,CS,1998
2,ARB,10-06-1998 00:00,0,2,992,30,DD,1998
2,ARB,10-06-1998 00:00,300,2,994,30,DD,1998
2,ARB,10-06-1998 00:00,600,2,995,30,DD,1998
2,ARB,10-06-1998 00:00,900,1.5,996,25,D,1998
2,ARB,10-06-1998 00:00,900,1.5,996,25,D,1998
2,ARB,10-06-1998 00:00,900,1.5,996,25,D,1998
2,ARB,10-06-1998 00:00,900,1.5,996,25,D,1998
3,BOB,13-06-1998 00:00,1500,1.5,994,25,D,1998
3,BOB,13-06-1998 00:00,1800,2,995,30,DD,1998
3,BOB,14-06-1998 00:00,0,2,995,30,DD,1998
3,BOB,14-06-1998 00:00,300,2,995,30,DD,1998
3,BOB,14-06-1998 00:00,600,2,995,30,DD,1998
3,BOB,14-06-1998 00:00,1200,2,992,30,DD,1998
3,BOB,14-06-1998 00:00,1800,1.5,998.2494324,23.98173662,D,1998
3,BOB,15-06-1998 00:00,0,1.5,998.2494324,23.98173662,D,1998
